user_id,round_id,timestamp,event_type,flight_id,flight_x,flight_y,human_x,human_y,agent_x,agent_y,dist_human_flight,dist_agent_flight,dist_human_agent,triggered_by,signal_type,dir_ratio,flight_speed,flight_angle,human_speed,human_direction,agent_speed,agent_direction
Agent Dominant_14,R1,2026-08-24T11:48:29.547576Z,flight_spawn,1,841,-20,1145,903,748,892,972.25,917.12,396.83,system,NA,0.485,2.83,45.0,0.0,-130.96,0.0,54.25
Agent Dominant_14,R1,2026-08-24T11:56:31.887099Z,agent_signal,1,898,310,1051,606,485,590,333.18,498.5,566.61,agent,your_turn,0.599,2.83,100.67,136.57,-138.82,130.47,-54.25
Agent Dominant_14,R1,2026-08-24T11:56:31.904113Z,behavior_monitor,1,898,310,1051,606,486,588,333.18,496.94,565.68,system,NA,0.599,2.83,100.67,128.98,-138.82,92.42,-54.25
Agent Dominant_14,R1,2026-08-24T11:56:32.413861Z,behavior_monitor,1,913,391,994,568,515,567,194.27,435.04,478.82,system,NA,0.691,2.83,71.92,133.69,-154.4,57.18,0.0
Agent Dominant_14,R1,2026-08-24T11:56:32.922514Z,behavior_monitor,1,941,472,933,537,528,566,65.17,422.89,405.55,system,NA,0.866,2.83,71.92,137.56,-140.26,0.0,35.06
Agent Dominant_14,R1,2026-08-24T11:56:33.176333Z,shot_hit,1,955,512,928,516,528,566,27.47,430.55,403.08,human,NA,0.94,2.83,96.86,135.72,-17.55,0.0,-124.65
Agent Dominant_14,R1,2026-08-24T11:56:33.177209Z,flight_spawn,2,887,-20,928,516,528,566,538.2,687.35,403.08,system,NA,0.561,2.84,45.24,135.72,-17.55,0.0,-124.65
Agent Dominant_14,R1,2026-08-24T11:56:36.774182Z,shot_hit,2,1307,312,1300,322,779,565,12.63,586.12,574.74,human,NA,0.979,2.84,110.49,129.41,0.0,76.24,0.0
Agent Dominant_14,R1,2026-08-24T11:56:36.774757Z,flight_spawn,3,1052,-20,1300,322,779,565,421.95,646.49,574.74,system,NA,0.605,2.83,45.0,129.41,0.0,76.24,0.0
Agent Dominant_14,R1,2026-08-24T11:56:39.245541Z,agent_signal,3,1183,336,1143,430,939,566,102.17,335.18,245.25,agent,your_turn,0.766,2.83,48.19,129.41,0.0,76.24,0.0
Agent Dominant_14,R1,2026-08-24T11:56:39.261483Z,behavior_monitor,3,1183,336,1143,430,940,566,102.17,334.48,244.44,system,NA,0.766,2.83,48.19,137.5,0.0,60.75,0.0
Agent Dominant_14,R1,2026-08-24T11:56:39.768848Z,behavior_monitor,3,1205,416,1209,428,969,566,12.92,279.73,277.01,system,NA,0.956,2.83,77.35,134.75,-16.19,57.18,0.0
Agent Dominant_14,R1,2026-08-24T11:56:39.785256Z,shot_hit,3,1205,419,1211,428,970,566,10.6,277.76,278.43,human,NA,0.963,2.83,77.35,134.75,-16.19,57.18,0.0
Agent Dominant_14,R1,2026-08-24T11:56:39.785701Z,flight_spawn,4,1215,-20,1211,428,970,566,448.06,635.73,278.43,system,NA,0.587,2.83,135.0,134.75,-16.19,57.18,0.0
Agent Dominant_14,R1,2026-08-24T11:56:42.577814Z,agent_signal,4,1175,313,1130,434,1123,565,129.06,257.09,131.19,agent,your_turn,0.666,2.83,90.82,129.41,0.0,76.24,0.0
Agent Dominant_14,R1,2026-08-24T11:56:42.594327Z,behavior_monitor,4,1175,313,1130,434,1124,565,129.06,256.9,131.14,system,NA,0.666,2.83,90.82,129.41,0.0,57.18,0.0
Agent Dominant_14,R1,2026-08-24T11:56:43.100353Z,behavior_monitor,4,1152,392,1161,408,1136,565,18.45,173.75,158.87,system,NA,0.904,2.83,88.35,138.58,-134.13,0.0,180.0
