user_id,exp_start_time,exp_end_time,total_score,total_errors,human_total_accuracy,agent_total_accuracy,total_signals,human_total_signals,agent_total_signals,total_conflict,total_rounds,notes
Negotiation_46,2026-09-10T06:24:06.895830Z,2026-09-10T06:47:34.038135Z,99,21,0.63,0.654,353,221,132,2,6,
