user_id,exp_start_time,exp_end_time,total_score,total_errors,human_total_accuracy,agent_total_accuracy,total_signals,human_total_signals,agent_total_signals,total_conflict,total_rounds,notes
No Signal_17,2026-08-25T05:04:51.055055Z,2026-08-25T05:26:40.562112Z,74,46,0.394,0.582,0,0,0,15,6,
