user_id,round_id,timestamp,event_type,flight_id,flight_x,flight_y,human_x,human_y,agent_x,agent_y,dist_human_flight,dist_agent_flight,dist_human_agent,triggered_by,signal_type,dir_ratio,flight_speed,flight_angle,human_speed,human_direction,agent_speed,agent_direction
Negotiation_51,R1,2026-09-13T06:20:26.985401Z,flight_spawn,1,1006,-20,985,590,320,590,610.38,918.49,665.0,system,NA,0.601,2.83,135.0,0.0,0.0,0.0,0.0
Negotiation_51,R1,2026-09-13T06:27:58.432893Z,human_signal,1,635,138,895,636,504,566,561.02,446.73,396.55,human,your_turn,0.443,2.83,152.59,0.0,-90.0,76.24,0.0
Negotiation_51,R1,2026-09-13T06:27:58.434751Z,behavior_monitor,1,635,138,895,636,504,566,561.02,446.73,396.55,system,NA,0.443,2.83,152.59,0.0,-90.0,81.0,0.0
Negotiation_51,R1,2026-09-13T06:27:58.435184Z,human_signal,1,632,140,895,636,504,566,561.24,444.62,396.55,human,your_turn,0.442,2.83,125.05,0.0,-90.0,81.0,0.0
Negotiation_51,R1,2026-09-13T06:27:58.942602Z,behavior_monitor,1,564,188,874,620,548,566,532.22,377.74,330.52,system,NA,0.415,2.83,148.03,138.23,-141.45,99.11,180.0
Negotiation_51,R1,2026-09-13T06:27:59.449567Z,behavior_monitor,1,492,232,821,572,498,566,473.26,333.87,323.18,system,NA,0.414,2.83,176.86,141.24,-137.15,99.11,180.0
Negotiation_51,R1,2026-09-13T06:27:59.961205Z,behavior_monitor,1,411,250,764,530,447,566,450.26,317.13,318.82,system,NA,0.413,2.83,140.01,137.41,-152.55,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:00.471581Z,behavior_monitor,1,334,283,700,502,396,566,426.65,289.8,310.65,system,NA,0.404,2.83,145.68,134.63,-163.99,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:00.982286Z,behavior_monitor,1,254,307,634,502,346,566,426.93,274.31,295.54,system,NA,0.391,2.83,143.55,129.41,180.0,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:01.439424Z,agent_signal,1,225,377,573,502,300,566,369.0,202.97,280.16,agent,i_can,0.355,2.83,85.04,129.41,180.0,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:01.490310Z,behavior_monitor,1,226,383,568,502,295,566,362.23,195.52,280.59,system,NA,0.351,2.83,85.04,129.41,180.0,89.27,-173.66
Negotiation_51,R1,2026-09-13T06:28:02.003575Z,behavior_monitor,1,272,454,502,502,251,566,235.12,113.82,259.03,system,NA,0.326,2.83,33.15,129.41,180.0,0.0,180.0
Negotiation_51,R1,2026-09-13T06:28:02.514255Z,behavior_monitor,1,355,488,553,502,300,566,198.4,95.29,260.95,system,NA,0.324,2.83,12.59,129.41,0.0,99.11,0.0
Negotiation_51,R1,2026-09-13T06:28:03.024428Z,behavior_monitor,1,418,541,619,502,350,566,204.73,71.94,275.95,system,NA,0.26,2.83,88.34,129.41,0.0,99.11,0.0
Negotiation_51,R1,2026-09-13T06:28:03.262737Z,shot_miss,1,416,583,651,508,376,575,246.96,41.18,283.78,agent,NA,0.143,2.83,88.34,135.99,22.88,169.61,54.25
Negotiation_51,R1,2026-09-13T06:28:03.536154Z,behavior_monitor,1,417,626,680,527,394,611,281.45,27.18,298.13,system,NA,0.088,2.83,88.34,136.54,47.63,137.65,90.0
Negotiation_51,R1,2026-09-13T06:28:03.638519Z,shot_hit,1,418,645,690,540,394,627,292.02,30.15,308.59,agent,NA,0.094,2.83,88.34,137.29,55.36,137.65,90.0
Negotiation_51,R1,2026-09-13T06:28:03.639073Z,flight_spawn,2,931,-20,690,540,394,627,609.87,840.77,308.59,system,NA,0.58,3.44,54.44,137.29,55.36,137.65,90.0
Negotiation_51,R1,2026-09-13T06:28:05.137647Z,human_signal,2,1130,201,857,636,487,566,513.7,739.5,376.57,human,i_can,0.59,3.44,43.95,134.29,15.5,76.24,0.0
Negotiation_51,R1,2026-09-13T06:28:05.154165Z,behavior_monitor,2,1130,201,857,636,488,566,513.7,738.65,375.62,system,NA,0.59,3.44,43.95,134.29,15.5,57.18,0.0
Negotiation_51,R1,2026-09-13T06:28:05.665836Z,behavior_monitor,2,1223,244,923,642,517,567,498.96,776.0,412.74,system,NA,0.609,3.44,47.38,129.41,0.0,57.18,0.0
Negotiation_51,R1,2026-09-13T06:28:06.171400Z,behavior_monitor,2,1294,319,989,642,531,566,444.04,801.75,464.69,system,NA,0.644,3.44,47.38,129.41,0.0,0.0,144.36
Negotiation_51,R1,2026-09-13T06:28:06.683815Z,behavior_monitor,2,1379,365,1055,642,535,566,427.06,868.11,525.85,system,NA,0.67,3.44,2.11,129.41,0.0,76.24,0.0
Negotiation_51,R1,2026-09-13T06:28:06.769009Z,agent_signal,2,1399,365,1068,642,541,565,431.24,880.62,532.81,agent,your_turn,0.671,3.44,2.11,129.41,0.0,76.24,0.0
Negotiation_51,R1,2026-09-13T06:28:07.194941Z,behavior_monitor,2,1439,387,1121,642,565,566,407.58,891.55,560.72,system,NA,0.686,2.35,113.83,129.41,0.0,85.62,1.91
Negotiation_51,R1,2026-09-13T06:28:07.704329Z,behavior_monitor,2,1424,455,1187,642,585,565,302.3,846.39,606.99,system,NA,0.737,2.35,61.15,129.41,0.0,0.0,-39.75
Negotiation_51,R1,2026-09-13T06:28:08.215655Z,behavior_monitor,2,1440,514,1253,642,584,566,227.18,857.49,672.96,system,NA,0.791,2.17,132.18,129.41,0.0,0.0,145.68
Negotiation_51,R1,2026-09-13T06:28:08.728285Z,behavior_monitor,2,1382,543,1318,639,609,566,116.22,773.39,711.96,system,NA,0.869,2.17,155.93,114.59,-41.94,72.0,0.0
Negotiation_51,R1,2026-09-13T06:28:09.154896Z,shot_hit,2,1330,565,1319,585,642,566,22.92,688.72,677.69,human,NA,0.968,2.17,155.93,129.41,-90.0,76.24,0.0
Negotiation_51,R1,2026-09-13T06:28:09.155322Z,flight_spawn,3,357,-20,1319,585,642,566,1136.73,651.69,677.69,system,NA,0.364,3.56,55.79,129.41,-90.0,76.24,0.0
Negotiation_51,R1,2026-09-13T06:28:10.904768Z,agent_signal,3,439,312,1166,524,526,566,757.15,268.52,640.65,agent,i_can,0.262,3.56,123.41,114.99,180.0,76.24,180.0
Negotiation_51,R1,2026-09-13T06:28:10.921299Z,behavior_monitor,3,439,312,1166,524,525,566,757.15,267.98,642.33,system,NA,0.261,3.56,123.41,108.38,180.0,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:10.972511Z,human_signal,3,429,317,1161,524,520,565,760.84,264.1,642.86,human,your_turn,0.258,3.56,172.53,74.93,180.0,97.43,-163.09
Negotiation_51,R1,2026-09-13T06:28:10.973634Z,human_signal,3,426,318,1160,524,520,565,762.61,264.79,641.61,human,your_turn,0.258,3.56,172.53,74.93,180.0,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:11.431413Z,behavior_monitor,3,335,330,1118,524,474,565,806.35,273.52,644.85,system,NA,0.253,3.56,172.53,129.41,180.0,99.11,180.0
Negotiation_51,R1,2026-09-13T06:28:11.935335Z,behavior_monitor,3,228,352,1052,524,424,565,841.29,288.99,629.43,system,NA,0.256,3.56,165.95,129.41,180.0,99.11,180.0
