user_id,round_id,round_start_time,round_end_time,round_duration,round_score,round_errors,human_accuracy,agent_accuracy,enemy_spawn_count,conflict_count,human_signal_count,agent_signal_count
No Signal_7,R1,2026-08-21T05:14:12.136837Z,2026-08-21T05:16:30.895137Z,138.76,15,5,0.2,1.0,20,4,0,0
No Signal_7,R2,2026-08-21T05:16:37.563394Z,2026-08-21T05:19:21.327841Z,163.76,16,4,0.294,0.688,20,0,0,0
No Signal_7,R3,2026-08-21T05:20:12.471024Z,2026-08-21T05:22:40.689343Z,148.22,16,4,0.304,0.643,20,2,0,0
No Signal_7,R4,2026-08-21T05:22:45.960574Z,2026-08-21T05:25:11.225021Z,145.26,14,6,0.2,0.667,20,1,0,0
No Signal_7,R5,2026-08-21T05:26:12.649215Z,2026-08-21T05:28:30.683410Z,138.03,14,6,0.261,0.421,20,8,0,0
No Signal_7,R6,2026-08-21T05:28:35.965543Z,2026-08-21T05:31:17.170061Z,161.2,18,2,0.385,0.364,20,1,0,0
