user_id,session_id,speed_condition,round_id,level_name,timestamp,event_type,triggered_by,signal_type,dir_ratio,ball_x,ball_y,human_x,human_y,agent_x,agent_y,ball_speed,ball_angle,shot_hit,shot_interval,shot_distance,shot_inner_radius,overlap_crosshair
7,20260115_042027,A,1,level1,2026-01-15T04:20:27.656554Z,ball_spawn,system,NA,NA,1209,-20,540,590,740,590,3.523,55.411,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:42.607180Z,overlap_start,system,NA,NA,1254,789,1179,754,835,754,3.493,123.87,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:42.796350Z,shot,human,NA,NA,1235,818,1201,755,835,754,3.493,123.87,0,,71.27713690504612,28.8,0
7,20260115_042027,A,1,level1,2026-01-15T04:25:42.801870Z,miss,human,NA,NA,1235,818,1201,755,835,754,3.493,123.87,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:43.065490Z,overlap_end,system,NA,NA,1203,867,1226,785,835,754,3.268,117.429,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:43.576467Z,ball_miss,system,NA,NA,1158,954,1250,790,835,754,3.284,117.982,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:43.581455Z,ball_spawn,system,NA,NA,1198,-20,1250,790,835,754,3.578,123.989,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.486484Z,overlap_start,system,NA,NA,985,662,983,743,835,754,3.011,80.099,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.742082Z,ball_hit,human,NA,NA,994,703,986,717,835,754,3.17,69.34,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.747408Z,ball_spawn,system,NA,NA,1241,-20,986,717,835,754,3.131,50.304,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.756430Z,shot,human,NA,NA,1241,-20,986,717,835,754,3.131,50.304,1,4.947570085525513,16.100869739078625,28.8,0
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.758893Z,success,human,NA,NA,1241,-20,986,717,835,754,3.131,50.304,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:47.761026Z,overlap_end,system,NA,NA,1244,-17,986,715,835,754,3.131,50.304,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:50.878806Z,overlap_start,system,NA,NA,1372,425,1316,482,835,754,2.483,103.946,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:51.169331Z,ball_hit,human,NA,NA,1359,464,1349,462,835,754,2.498,105.283,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:51.173945Z,ball_spawn,system,NA,NA,719,-20,1349,462,835,754,2.828,45.0,,,,,
7,20260115_042027,A,1,level1,2026-01-15T04:25:51.182399Z,shot,human,NA,NA,719,-20,1349,462,835,754,2.828,45.0,1,3.4272329807281494,9.997006347605506,28.8,0
7,20260115_042027,A,1,level1,2026-01-15T04:25:51.184694Z,success,human,NA,NA,719,-20,1349,462,835,754,2.828,45.0,,,,,
