user_id,round_id,timestamp,event_type,flight_id,flight_x,flight_y,human_x,human_y,agent_x,agent_y,dist_human_flight,dist_agent_flight,dist_human_agent,triggered_by,signal_type,dir_ratio,flight_speed,flight_angle,human_speed,human_direction,agent_speed,agent_direction
Agent Dominant_52,R1,2026-09-13T07:03:52.155833Z,flight_spawn,1,515,-20,1082,856,242,829,1043.84,892.39,840.61,system,NA,0.461,3.17,129.15,0.0,-90.0,0.0,180.0
Agent Dominant_52,R1,2026-09-13T07:09:21.906775Z,agent_signal,1,78,402,622,638,123,565,592.45,169.27,504.44,agent,i_can,0.222,2.27,62.23,129.41,180.0,76.24,180.0
Agent Dominant_52,R1,2026-09-13T07:09:21.924396Z,behavior_monitor,1,78,402,622,638,121,565,592.45,168.84,506.11,system,NA,0.222,2.27,62.23,129.41,180.0,99.11,180.0
Agent Dominant_52,R1,2026-09-13T07:09:22.432842Z,behavior_monitor,1,105,462,556,635,81,565,482.6,105.96,479.5,system,NA,0.18,2.27,62.23,133.42,-164.2,25.93,146.28
Agent Dominant_52,R1,2026-09-13T07:09:22.943002Z,behavior_monitor,1,125,526,565,648,102,565,456.94,45.88,471.16,system,NA,0.091,2.27,83.48,138.06,31.88,0.0,-73.7
Agent Dominant_52,R1,2026-09-13T07:09:22.994002Z,shot_miss,1,123,534,573,653,103,565,465.33,36.66,478.19,agent,NA,0.073,2.27,112.18,138.49,32.47,0.0,0.0
Agent Dominant_52,R1,2026-09-13T07:09:23.300430Z,shot_hit,1,109,572,599,685,92,567,503.55,17.67,521.2,agent,NA,0.034,2.27,112.18,136.05,63.29,0.0,180.0
Agent Dominant_52,R1,2026-09-13T07:09:23.301514Z,flight_spawn,2,175,-20,599,685,92,567,823.16,593.74,521.2,system,NA,0.419,3.39,126.11,136.05,63.29,0.0,180.0
Agent Dominant_52,R1,2026-09-13T07:09:26.735979Z,agent_signal,2,94,382,400,530,75,565,339.78,184.38,326.11,agent,i_can,0.352,2.34,111.71,94.09,-47.94,21.62,127.22
Agent Dominant_52,R1,2026-09-13T07:09:26.752850Z,behavior_monitor,2,94,382,400,530,75,565,339.78,184.38,326.11,system,NA,0.352,2.34,111.71,88.56,-47.94,0.0,127.22
Agent Dominant_52,R1,2026-09-13T07:09:27.262799Z,behavior_monitor,2,77,448,403,565,60,565,346.53,118.27,342.5,system,NA,0.254,2.34,111.19,129.41,90.0,0.0,180.0
Agent Dominant_52,R1,2026-09-13T07:09:27.772113Z,behavior_monitor,2,72,515,403,619,50,565,347.16,54.09,356.7,system,NA,0.135,2.34,69.11,0.0,90.0,0.0,180.0
Agent Dominant_52,R1,2026-09-13T07:09:27.891831Z,shot_miss,2,79,533,403,619,55,565,335.0,40.1,351.71,agent,NA,0.107,2.34,69.11,0.0,90.0,93.6,0.0
Agent Dominant_52,R1,2026-09-13T07:09:28.249298Z,shot_hit,2,74,581,446,619,57,577,374.5,16.96,391.27,agent,NA,0.043,2.34,76.05,129.41,0.0,137.65,90.0
Agent Dominant_52,R1,2026-09-13T07:09:28.250123Z,flight_spawn,3,749,-20,446,619,57,577,707.66,914.12,391.27,system,NA,0.564,3.36,126.55,129.41,0.0,137.65,90.0
