user_id,exp_start_time,exp_end_time,total_score,total_errors,human_total_accuracy,agent_total_accuracy,total_signals,human_total_signals,agent_total_signals,total_conflict,total_rounds,notes
Agent Dominant_52,2026-09-13T07:03:52.150549Z,2026-09-13T07:23:45.447607Z,94,26,0.514,0.571,116,0,116,3,6,
