user_id,exp_start_time,exp_end_time,total_score,total_errors,human_total_accuracy,agent_total_accuracy,total_signals,human_total_signals,agent_total_signals,total_conflict,total_rounds,notes
Human Dominant_21,2026-09-01T06:38:10.849137Z,2026-09-01T07:02:09.230688Z,87,33,0.422,0.588,213,213,0,6,6,
