user_id,session_id,speed_condition,round_id,level_name,timestamp,event_type,triggered_by,signal_type,dir_ratio,ball_x,ball_y,human_x,human_y,agent_x,agent_y,ball_speed,ball_angle,shot_hit,shot_interval,shot_distance,shot_inner_radius,overlap_crosshair
2,20260114_060746,B,2,level2,2026-01-14T06:09:53.676822Z,ball_spawn,system,NA,NA,1369,-20,751,751,835,754,2.923,46.83,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:09:59.822240Z,overlap_start,system,NA,NA,1447,753,1380,803,835,754,2.133,92.093,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:00.197076Z,ball_hit,human,NA,NA,1440,798,1430,803,835,754,2.163,80.286,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:00.202114Z,ball_spawn,system,NA,NA,1175,-20,1430,803,835,754,3.11,49.985,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:00.210908Z,shot,human,NA,NA,1175,-20,1430,803,835,754,3.11,49.985,1,,11.037151282384695,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:00.213511Z,success,human,NA,NA,1175,-20,1430,803,835,754,3.11,49.985,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:00.215595Z,overlap_end,system,NA,NA,1177,-17,1432,803,835,754,3.11,49.985,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.336217Z,overlap_start,system,NA,NA,1331,701,1334,783,835,754,3.672,139.553,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.675559Z,ball_hit,human,NA,NA,1283,747,1304,757,835,754,3.317,134.093,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.680692Z,ball_spawn,system,NA,NA,1348,-20,1304,757,835,754,3.223,51.641,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.689826Z,shot,human,NA,NA,1348,-20,1304,757,835,754,3.223,51.641,1,5.478490829467773,23.407559402984184,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.692505Z,success,human,NA,NA,1348,-20,1304,757,835,754,3.223,51.641,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:05.694818Z,overlap_end,system,NA,NA,1350,-17,1301,757,835,754,3.223,51.641,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:09.707385Z,overlap_start,system,NA,NA,1257,581,1236,662,835,754,3.275,129.492,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:09.947436Z,shot,human,NA,NA,1227,614,1229,651,835,754,3.818,138.55,0,4.269711256027222,37.08778056280966,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:09.953923Z,miss,human,NA,NA,1227,614,1229,651,835,754,3.818,138.55,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:10.304917Z,shot,human,NA,NA,1172,667,1187,638,835,754,3.604,135.48,0,0.35773682594299316,32.564329404483054,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:10.309147Z,miss,human,NA,NA,1172,667,1187,638,835,754,3.604,135.48,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:10.846236Z,overlap_end,system,NA,NA,1073,750,1122,681,835,754,4.061,141.514,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:11.354296Z,unoverlap_shot,human,NA,NA,977,824,1080,742,835,754,3.651,136.203,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:12.205261Z,ball_miss,system,NA,NA,861,952,977,815,835,754,3.441,132.735,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:12.210291Z,ball_spawn,system,NA,NA,393,-20,977,815,835,754,2.828,135.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.237248Z,overlap_start,system,NA,NA,432,690,453,771,835,754,2.295,60.618,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.523715Z,ball_hit,human,NA,NA,461,722,453,748,835,754,2.593,50.47,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.528685Z,ball_spawn,system,NA,NA,962,-20,453,748,835,754,2.828,45.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.537791Z,shot,human,NA,NA,962,-20,453,748,835,754,2.828,45.0,1,8.220715999603271,27.521939502885264,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.540292Z,success,human,NA,NA,962,-20,453,748,835,754,2.828,45.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:18.542489Z,overlap_end,system,NA,NA,964,-18,453,746,835,754,2.828,45.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:24.560256Z,overlap_start,system,NA,NA,1226,692,1237,773,835,754,2.639,130.727,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:24.852302Z,shot,human,NA,NA,1200,724,1218,753,835,754,2.639,130.727,0,6.326694011688232,34.41190760004765,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:24.857281Z,miss,human,NA,NA,1200,724,1218,753,835,754,2.639,130.727,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.223318Z,ball_hit,human,NA,NA,1160,768,1166,753,835,754,2.639,130.727,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.228707Z,ball_spawn,system,NA,NA,724,-20,1166,753,835,754,3.039,48.849,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.238720Z,shot,human,NA,NA,724,-20,1166,753,835,754,3.039,48.849,1,0.37290096282958984,15.890802254305013,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.241442Z,success,human,NA,NA,724,-20,1166,753,835,754,3.039,48.849,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.243760Z,overlap_end,system,NA,NA,725,-17,1163,753,835,754,3.039,48.849,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:25.417885Z,unoverlap_shot,human,NA,NA,738,5,1139,755,835,754,2.639,60.131,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:30.556193Z,overlap_start,system,NA,NA,1397,698,1419,778,835,754,3.075,131.914,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:31.068148Z,ball_hit,human,NA,NA,1332,764,1349,778,835,754,3.234,134.949,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:31.074224Z,ball_spawn,system,NA,NA,618,-20,1349,778,835,754,2.828,135.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:31.083542Z,shot,human,NA,NA,618,-20,1349,778,835,754,2.828,135.0,1,5.844823837280273,22.092724439933097,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:31.085964Z,success,human,NA,NA,618,-20,1349,778,835,754,2.828,135.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:31.088327Z,overlap_end,system,NA,NA,617,-18,1347,778,835,754,2.828,135.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:38.939634Z,unoverlap_shot,human,NA,NA,102,906,248,910,835,754,2.376,122.692,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:39.331569Z,ball_miss,system,NA,NA,73,954,234,909,835,754,2.376,122.692,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:39.337067Z,ball_spawn,system,NA,NA,789,-20,234,909,835,754,2.828,45.0,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:46.627677Z,overlap_start,system,NA,NA,1346,838,1263,836,835,754,2.168,112.718,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:46.919521Z,shot,human,NA,NA,1333,870,1302,836,835,754,2.072,105.123,0,15.849229097366333,45.7902603666327,28.8,0
2,20260114_060746,B,2,level2,2026-01-14T06:10:46.924600Z,miss,human,NA,NA,1333,870,1302,836,835,754,2.072,105.123,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:47.610340Z,overlap_end,system,NA,NA,1312,954,1299,869,835,754,2.072,105.123,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:47.616081Z,ball_miss,system,NA,NA,1312,954,1299,869,835,754,2.072,105.123,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:47.619428Z,ball_spawn,system,NA,NA,1090,-20,1299,869,835,754,3.234,128.203,,,,,
2,20260114_060746,B,2,level2,2026-01-14T06:10:54.109093Z,ball_miss,system,NA,NA,127,953,541,806,835,754,4.086,141.545,,,,,
