user_id,session_id,speed_condition,round_id,level_name,timestamp,event_type,triggered_by,signal_type,dir_ratio,ball_x,ball_y,human_x,human_y,agent_x,agent_y,ball_speed,ball_angle,shot_hit,shot_interval,shot_distance,shot_inner_radius,overlap_crosshair
14,20260116_115256,A,1,level1,2026-01-16T11:52:56.673019Z,ball_spawn,system,NA,NA,241,-20,540,590,740,590,2.828,135.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:35.857670Z,overlap_start,system,NA,NA,149,494,176,571,835,754,3.018,41.498,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:36.129742Z,ball_hit,human,NA,NA,183,524,177,538,835,754,3.194,38.763,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:36.134357Z,ball_spawn,system,NA,NA,1171,-20,177,538,835,754,3.372,126.385,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:36.144022Z,shot,human,NA,NA,1171,-20,177,538,835,754,3.372,126.385,1,,15.929723973170981,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:36.146340Z,success,human,NA,NA,1171,-20,177,538,835,754,3.372,126.385,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:36.148538Z,overlap_end,system,NA,NA,1169,-17,179,536,835,754,3.372,126.385,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:39.977649Z,overlap_start,system,NA,NA,640,596,602,670,835,754,3.633,131.658,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:40.215711Z,ball_hit,human,NA,NA,602,631,608,643,835,754,3.934,136.377,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:40.220349Z,ball_spawn,system,NA,NA,700,-20,608,643,835,754,3.381,53.729,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:40.228772Z,shot,human,NA,NA,700,-20,608,643,835,754,3.381,53.729,1,4.085969924926758,13.4545045677397,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:40.231093Z,success,human,NA,NA,700,-20,608,643,835,754,3.381,53.729,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:40.233083Z,overlap_end,system,NA,NA,702,-17,608,641,835,754,3.381,53.729,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:43.750663Z,overlap_start,system,NA,NA,942,549,961,631,835,754,2.872,71.613,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:44.007259Z,ball_hit,human,NA,NA,953,587,972,600,835,754,2.815,75.509,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:44.013284Z,ball_spawn,system,NA,NA,94,-20,972,600,835,754,3.171,50.897,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:44.023422Z,shot,human,NA,NA,94,-20,972,600,835,754,3.171,50.897,1,3.7915472984313965,22.572740290435927,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:44.026172Z,success,human,NA,NA,94,-20,972,600,835,754,3.171,50.897,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:44.028508Z,overlap_end,system,NA,NA,96,-17,972,599,835,754,3.171,50.897,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.486389Z,overlap_start,system,NA,NA,272,774,336,824,835,754,2.498,80.139,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.875486Z,ball_hit,human,NA,NA,281,828,288,839,835,754,2.461,90.218,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.881204Z,ball_spawn,system,NA,NA,1190,-20,288,839,835,754,2.857,134.426,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.889961Z,shot,human,NA,NA,1190,-20,288,839,835,754,2.857,134.426,1,5.868237733840942,12.433408150398972,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.892482Z,success,human,NA,NA,1190,-20,288,839,835,754,2.857,134.426,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:49.894653Z,overlap_end,system,NA,NA,1188,-17,285,839,835,754,2.857,134.426,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:53.957803Z,overlap_start,system,NA,NA,569,471,524,538,835,754,2.455,123.77,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:54.212649Z,ball_hit,human,NA,NA,548,500,526,507,835,754,2.455,123.77,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:54.218004Z,ball_spawn,system,NA,NA,1123,-20,526,507,835,754,3.133,50.33,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:54.227446Z,shot,human,NA,NA,1123,-20,526,507,835,754,3.133,50.33,1,4.337146043777466,22.52513720825025,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:54.229912Z,success,human,NA,NA,1123,-20,526,507,835,754,3.133,50.33,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:54.232058Z,overlap_end,system,NA,NA,1125,-17,526,505,835,754,3.133,50.33,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.587266Z,overlap_start,system,NA,NA,1160,744,1100,803,835,754,2.696,116.563,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.910103Z,ball_hit,human,NA,NA,1141,787,1137,781,835,754,2.435,97.978,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.915482Z,ball_spawn,system,NA,NA,344,-20,1137,781,835,754,2.828,135.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.924485Z,shot,human,NA,NA,344,-20,1137,781,835,754,2.828,135.0,1,5.697452068328857,7.987655892322202,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.927002Z,success,human,NA,NA,344,-20,1137,781,835,754,2.828,135.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:58:59.929070Z,overlap_end,system,NA,NA,342,-18,1139,779,835,754,2.828,135.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:08.050934Z,overlap_start,system,NA,NA,75,940,144,892,835,754,2.046,77.791,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:08.170661Z,ball_miss,system,NA,NA,77,954,129,892,835,754,2.002,87.711,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:08.176147Z,ball_spawn,system,NA,NA,698,-20,129,892,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:08.187028Z,overlap_end,system,NA,NA,699,-18,127,892,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.439358Z,overlap_start,system,NA,NA,692,600,675,678,835,754,2.951,137.325,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.727682Z,ball_hit,human,NA,NA,656,632,676,643,835,754,3.537,145.562,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.732379Z,ball_spawn,system,NA,NA,611,-20,676,643,835,754,3.604,123.706,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.740546Z,shot,human,NA,NA,611,-20,676,643,835,754,3.604,123.706,1,13.817582845687866,23.15439655920044,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.742965Z,success,human,NA,NA,611,-20,676,643,835,754,3.604,123.706,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:13.744994Z,overlap_end,system,NA,NA,608,-17,675,641,835,754,3.604,123.706,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.691212Z,overlap_start,system,NA,NA,24,858,97,894,835,754,3.264,66.723,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.963314Z,ball_hit,human,NA,NA,44,903,70,910,835,754,3.264,66.723,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.969139Z,ball_spawn,system,NA,NA,799,-20,70,910,835,754,2.962,47.532,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.980089Z,shot,human,NA,NA,799,-20,70,910,835,754,2.962,47.532,1,5.235616207122803,26.519133069994773,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.983104Z,success,human,NA,NA,799,-20,70,910,835,754,2.962,47.532,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:18.985571Z,overlap_end,system,NA,NA,800,-17,68,910,835,754,2.962,47.532,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:26.502289Z,ball_miss,system,NA,NA,1092,952,942,833,835,754,2.937,131.937,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:26.507314Z,ball_spawn,system,NA,NA,737,-20,942,833,835,754,2.936,132.938,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:32.941281Z,overlap_start,system,NA,NA,104,794,146,865,835,754,2.202,77.399,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:33.249191Z,ball_hit,human,NA,NA,109,831,120,851,835,754,2.202,77.399,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:33.253936Z,ball_spawn,system,NA,NA,553,-20,120,851,835,754,3.271,127.699,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:33.262821Z,shot,human,NA,NA,553,-20,120,851,835,754,3.271,127.699,1,14.285910844802856,23.402078766630265,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:33.265356Z,success,human,NA,NA,553,-20,120,851,835,754,3.271,127.699,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:33.267464Z,overlap_end,system,NA,NA,551,-17,120,849,835,754,3.271,127.699,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:37.967220Z,overlap_start,system,NA,NA,574,699,586,780,835,754,2.722,71.927,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:38.240770Z,ball_hit,human,NA,NA,585,738,588,748,835,754,2.722,71.927,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:38.245637Z,ball_spawn,system,NA,NA,1370,-20,588,748,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:38.254552Z,shot,human,NA,NA,1370,-20,588,748,835,754,2.828,45.0,1,4.99156928062439,10.173206046806905,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:38.257080Z,success,human,NA,NA,1370,-20,588,748,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:38.259184Z,overlap_end,system,NA,NA,1373,-18,587,745,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.014431Z,overlap_start,system,NA,NA,631,778,594,853,835,754,2.534,127.886,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.441431Z,ball_hit,human,NA,NA,582,826,587,845,835,754,2.898,136.355,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.447584Z,ball_spawn,system,NA,NA,1012,-20,587,845,835,754,3.408,54.061,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.457120Z,shot,human,NA,NA,1012,-20,587,845,835,754,3.408,54.061,1,7.200657844543457,19.90427494175463,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.459648Z,success,human,NA,NA,1012,-20,587,845,835,754,3.408,54.061,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:45.461763Z,overlap_end,system,NA,NA,1014,-17,584,845,835,754,3.408,54.061,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:51.427812Z,ball_miss,system,NA,NA,1394,953,1292,888,835,754,2.806,100.545,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:51.431087Z,ball_spawn,system,NA,NA,841,-20,1292,888,835,754,2.88,46.022,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:56.699439Z,overlap_start,system,NA,NA,1423,622,1352,665,835,754,2.079,85.648,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:57.072728Z,ball_hit,human,NA,NA,1397,666,1398,659,835,754,2.603,127.24,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:57.078187Z,ball_spawn,system,NA,NA,415,-20,1398,659,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:57.086849Z,shot,human,NA,NA,415,-20,1398,659,835,754,2.828,45.0,1,11.631309032440186,6.6580071163412295,28.8,0
14,20260116_115256,A,1,level1,2026-01-16T11:59:57.089362Z,success,human,NA,NA,415,-20,1398,659,835,754,2.828,45.0,,,,,
14,20260116_115256,A,1,level1,2026-01-16T11:59:57.091486Z,overlap_end,system,NA,NA,416,-18,1399,659,835,754,2.828,45.0,,,,,
