user_id,exp_start_time,exp_end_time,total_score,total_errors,human_total_accuracy,agent_total_accuracy,total_signals,human_total_signals,agent_total_signals,total_conflict,total_rounds,notes
Negotiation_44,2026-09-09T12:02:21.970095Z,2026-09-09T12:21:02.885831Z,58,22,0.571,0.465,172,82,90,9,4,
