user_id,round_id,timestamp,event_type,flight_id,flight_x,flight_y,human_x,human_y,agent_x,agent_y,dist_human_flight,dist_agent_flight,dist_human_agent,triggered_by,signal_type,dir_ratio,flight_speed,flight_angle,human_speed,human_direction,agent_speed,agent_direction
Human Dominant_43,R1,2026-09-09T09:44:50.087624Z,flight_spawn,1,941,-20,985,590,320,590,611.54,870.89,665.0,system,NA,0.587,2.83,135.0,0.0,0.0,0.0,0.0
Human Dominant_43,R1,2026-09-09T09:50:51.189630Z,human_signal,1,701,158,1127,736,490,581,717.38,472.38,654.95,human,your_turn,0.397,2.83,62.38,0.0,-90.0,130.47,-54.25
Human Dominant_43,R1,2026-09-09T09:50:51.191934Z,behavior_monitor,1,701,158,1127,736,490,581,717.38,472.38,654.95,system,NA,0.397,2.83,62.38,0.0,-90.0,130.47,-54.25
Human Dominant_43,R1,2026-09-09T09:50:51.192367Z,human_signal,1,702,161,1127,736,490,581,714.38,470.89,654.95,human,your_turn,0.397,2.83,62.38,0.0,-90.0,130.47,-54.25
Human Dominant_43,R1,2026-09-09T09:50:51.698792Z,behavior_monitor,1,710,232,1127,736,540,565,653.52,372.96,610.48,system,NA,0.363,2.83,88.77,0.0,-90.0,99.11,0.0
Human Dominant_43,R1,2026-09-09T09:50:52.211416Z,behavior_monitor,1,673,309,1127,719,591,565,611.35,268.95,557.13,system,NA,0.306,2.83,116.76,47.42,-90.0,99.11,0.0
Human Dominant_43,R1,2026-09-09T09:50:52.722782Z,behavior_monitor,1,616,365,1127,695,605,565,607.54,199.77,537.89,system,NA,0.247,2.83,136.75,47.42,-90.0,99.11,180.0
Human Dominant_43,R1,2026-09-09T09:50:53.234382Z,behavior_monitor,1,542,403,1102,661,554,565,617.45,162.85,556.65,system,NA,0.209,2.83,134.23,146.68,-136.37,105.3,180.0
Human Dominant_43,R1,2026-09-09T09:50:53.742601Z,behavior_monitor,1,503,473,1055,610,503,564,567.83,91.17,553.28,system,NA,0.138,2.83,104.63,136.8,-138.37,99.11,180.0
Human Dominant_43,R1,2026-09-09T09:50:54.218269Z,shot_hit,1,466,542,1003,570,454,564,537.38,25.69,548.93,agent,NA,0.046,2.83,130.97,101.2,-120.41,99.11,180.0
Human Dominant_43,R1,2026-09-09T09:50:54.219292Z,flight_spawn,2,1259,-20,1003,570,454,564,643.51,994.92,548.93,system,NA,0.607,3.39,126.2,101.2,-120.41,99.11,180.0
Human Dominant_43,R1,2026-09-09T09:50:55.322921Z,human_signal,2,1133,135,970,446,501,565,351.66,764.17,483.4,human,i_can,0.685,3.39,117.95,80.64,-90.0,76.24,0.0
Human Dominant_43,R1,2026-09-09T09:50:55.340175Z,behavior_monitor,2,1133,135,970,446,502,565,351.66,763.37,482.46,system,NA,0.685,3.39,117.95,78.98,-90.0,57.18,0.0
Human Dominant_43,R1,2026-09-09T09:50:55.850039Z,behavior_monitor,2,1087,224,983,408,531,566,210.97,652.27,479.04,system,NA,0.756,3.39,117.95,107.69,0.0,57.18,0.0
Human Dominant_43,R1,2026-09-09T09:50:56.357678Z,behavior_monitor,2,1038,314,1031,408,544,566,94.45,554.51,511.59,system,NA,0.854,3.39,117.95,0.0,0.0,0.0,-1.05
Human Dominant_43,R1,2026-09-09T09:50:56.868438Z,behavior_monitor,2,998,404,1031,408,544,566,32.87,482.32,511.87,system,NA,0.936,3.39,145.29,0.0,0.0,0.0,146.76
Human Dominant_43,R1,2026-09-09T09:50:56.903188Z,shot_miss,2,993,408,1031,408,544,566,38.27,475.69,511.87,human,NA,0.926,3.39,145.29,0.0,0.0,0.0,146.76
Human Dominant_43,R1,2026-09-09T09:50:57.378656Z,behavior_monitor,2,903,432,1016,408,567,566,115.27,361.16,475.18,system,NA,0.758,3.39,172.54,129.41,180.0,76.24,0.0
