user_id,round_id,timestamp,event_type,flight_id,flight_x,flight_y,human_x,human_y,agent_x,agent_y,dist_human_flight,dist_agent_flight,dist_human_agent,triggered_by,signal_type,dir_ratio,flight_speed,flight_angle,human_speed,human_direction,agent_speed,agent_direction
No Signal_35,R1,2026-09-07T00:53:17.424827Z,flight_spawn,1,764,-20,985,590,320,590,648.77,754.53,665.0,system,NA,0.538,3.17,129.05,0.0,0.0,0.0,0.0
No Signal_35,R1,2026-09-07T00:57:25.377059Z,shot_hit,1,906,532,883,539,614,565,23.84,294.05,270.59,human,NA,0.925,3.17,25.3,139.33,-49.43,76.24,0.0
No Signal_35,R1,2026-09-07T00:57:25.379969Z,flight_spawn,2,1181,-20,883,539,614,565,633.67,815.15,270.59,system,NA,0.563,2.83,45.0,139.33,-49.43,76.24,0.0
No Signal_35,R1,2026-09-07T00:57:33.467413Z,shot_hit,2,836,402,847,402,866,566,10.61,167.4,165.22,human,NA,0.94,1.94,155.16,129.41,90.0,76.24,180.0
No Signal_35,R1,2026-09-07T00:57:33.468165Z,flight_spawn,3,730,-20,847,402,866,566,438.46,602.3,165.22,system,NA,0.579,3.55,55.7,129.41,90.0,76.24,180.0
No Signal_35,R1,2026-09-07T00:57:40.774049Z,shot_hit,3,1261,829,780,456,1248,824,608.48,13.59,595.55,agent,NA,0.022,2.45,178.76,0.0,180.0,76.24,180.0
No Signal_35,R1,2026-09-07T00:57:40.775069Z,flight_spawn,4,547,-20,780,456,1248,824,530.27,1097.99,595.55,system,NA,0.674,3.31,127.19,0.0,180.0,76.24,180.0
No Signal_35,R1,2026-09-07T00:57:43.510889Z,shot_hit,4,501,440,491,456,1061,565,18.25,573.32,580.04,human,NA,0.969,3.31,30.24,0.0,180.0,130.47,-125.75
No Signal_35,R1,2026-09-07T00:57:43.511883Z,flight_spawn,5,764,-20,491,456,1061,565,548.84,656.54,580.04,system,NA,0.545,3.26,127.8,0.0,180.0,130.47,-125.75
No Signal_35,R1,2026-09-07T00:57:52.378057Z,flight_missed,5,1433,952,634,396,1401,870,973.06,88.01,901.74,system,NA,0.083,1.76,147.45,0.0,0.0,138.63,54.25
No Signal_35,R1,2026-09-07T00:57:52.378620Z,flight_spawn,6,563,-20,634,396,1401,870,422.51,1222.83,901.74,system,NA,0.743,3.12,50.09,0.0,0.0,138.63,54.25
No Signal_35,R1,2026-09-07T00:57:54.992696Z,shot_hit,6,723,389,739,376,1224,622,20.88,552.99,543.81,human,NA,0.964,3.12,101.15,129.41,180.0,130.47,-125.75
No Signal_35,R1,2026-09-07T00:57:54.993752Z,flight_spawn,7,95,-20,739,376,1224,622,756.12,1298.85,543.81,system,NA,0.632,3.47,54.83,129.41,180.0,130.47,-125.75
No Signal_35,R1,2026-09-07T00:57:58.771474Z,shot_hit,7,517,509,516,508,956,565,1.33,442.96,443.31,human,NA,0.997,3.47,53.67,0.0,-90.0,76.24,180.0
No Signal_35,R1,2026-09-07T00:57:58.772934Z,flight_spawn,8,458,-20,516,508,956,565,531.59,768.82,443.31,system,NA,0.591,3.41,125.91,0.0,-90.0,76.24,180.0
