user_id,session_id,speed_condition,round_id,level_name,timestamp,event_type,triggered_by,signal_type,dir_ratio,ball_x,ball_y,human_x,human_y,agent_x,agent_y,ball_speed,ball_angle,shot_hit,shot_interval,shot_distance,shot_inner_radius,overlap_crosshair
7,20260115_043202,B,2,level2,2026-01-15T04:34:09.211663Z,ball_spawn,system,NA,NA,315,-20,817,699,835,754,2.828,135.0,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.433914Z,overlap_start,system,NA,NA,190,480,199,559,835,754,2.841,44.742,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.809050Z,ball_hit,human,NA,NA,231,522,222,531,835,754,2.979,42.18,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.813693Z,ball_spawn,system,NA,NA,1136,-20,222,531,835,754,3.325,53.027,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.823013Z,shot,human,NA,NA,1136,-20,222,531,835,754,3.325,53.027,1,,13.621937574438965,28.8,0
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.825659Z,success,human,NA,NA,1136,-20,222,531,835,754,3.325,53.027,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:13.827916Z,overlap_end,system,NA,NA,1138,-17,224,531,835,754,3.325,53.027,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:20.031991Z,ball_miss,system,NA,NA,1309,952,839,620,835,754,2.766,106.154,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:20.038634Z,ball_spawn,system,NA,NA,517,-20,839,620,835,754,3.358,53.443,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:26.167397Z,ball_miss,system,NA,NA,1397,953,1082,757,835,754,3.442,128.415,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:26.174445Z,ball_spawn,system,NA,NA,613,-20,1082,757,835,754,2.828,45.0,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.397291Z,overlap_start,system,NA,NA,923,360,934,442,835,754,2.403,56.332,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.840880Z,ball_hit,human,NA,NA,957,410,952,409,835,754,2.412,56.023,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.845725Z,ball_spawn,system,NA,NA,885,-20,952,409,835,754,3.13,50.291,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.854628Z,shot,human,NA,NA,885,-20,952,409,835,754,3.13,50.291,1,16.031829833984375,4.865549742046526,28.8,0
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.857270Z,success,human,NA,NA,885,-20,952,409,835,754,3.13,50.291,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:29.859447Z,overlap_end,system,NA,NA,887,-17,950,407,835,754,3.13,50.291,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:32.589988Z,overlap_start,system,NA,NA,1063,370,1063,452,835,754,2.554,70.561,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:33.132241Z,ball_hit,human,NA,NA,1090,444,1105,445,835,754,2.554,70.561,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:33.137983Z,ball_spawn,system,NA,NA,322,-20,1105,445,835,754,2.828,45.0,,,,,
7,20260115_043202,B,2,level2,2026-01-15T04:34:33.147005Z,shot,human,NA,NA,322,-20,1105,445,835,754,2.828,45.0,1,3.291364908218384,15.253216554211129,28.8,0
7,20260115_043202,B,2,level2,2026-01-15T04:34:33.149547Z,success,human,NA,NA,322,-20,1105,445,835,754,2.828,45.0,,,,,
